Original gene set ID	Original gene set description	Nominal P value	False discovery rate	qvalue	Test statistic	Adjusted test statistic	Reconstituted gene set Z score gene 1	Reconstituted gene set Z score gene 2	Reconstituted gene set Z score gene 3	Reconstituted gene set Z score gene 4	Reconstituted gene set Z score gene 5	Reconstituted gene set Z score gene 6	Reconstituted gene set Z score gene 7	Reconstituted gene set Z score gene 8	Reconstituted gene set Z score gene 9	Reconstituted gene set Z score gene 10
ENSG00000149295	DRD2 PPI subnetwork	0.9948	>=0.20	1	-33.939	-2.565	PAM (2.278*,450.0)	RHOBTB3 (2.067*,637.0)	NTAN1 (1.848,870.0)	EPS15 (1.805,936.0)	DENND2A (1.76,997.0)	ECE2 (1.71,1074.0)	MARCH3 (1.413,1596.0)	NPR3 (1.117,2458.0)	PIP4K2A (1.074,2620.0)	ROR2 (1.02,2820.0)
ENSG00000129990	SYT5 PPI subnetwork	0.9948	>=0.20	1	-33.11	-2.565	PIP4K2A (2.369*,520.0)	USP35 (1.982,810.0)	EPS15 (1.951,839.0)	TIAM2 (1.723,1097.0)	KLHL28 (1.674,1172.0)	FEZ2 (1.18,2146.0)	USP44 (1.107,2344.0)	MATN3 (1.087,2420.0)	SLC35E3 (1.048,2550.0)	GMPR2 (0.947,2946.0)
GO:0048266	behavioral response to pain	0.9949	>=0.20	1	-26.138	-2.567	ARMC5 (1.641,1249.0)	FAM83E (1.614,1290.0)	FAM198A (1.47,1534.0)	ADAMTS17 (1.293,1946.0)	GRAMD2 (1.268,2012.0)	HIST1H1A (1.236,2099.0)	GSDMC (1.192,2244.0)	CRIP3 (1.181,2265.0)	MARCH3 (1.134,2382.0)	TSEN15 (0.904,3207.0)
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.9949	>=0.20	1	-28.165	-2.567	EPS15 (1.967,748.0)	UTS2 (1.809,939.0)	ADAMTS17 (1.625,1200.0)	TTN (1.518,1413.0)	XPC (1.386,1746.0)	NTAN1 (1.313,1947.0)	SLC8A3 (1.306,1963.0)	FEZ2 (1.293,2012.0)	GRAMD2 (1.207,2256.0)	ACSL5 (1.165,2388.0)
MP:0001805	decreased IgG level	0.9949	>=0.20	1	-23.727	-2.567	KIAA0922 (4.822*,57.0)	GAB1 (2.201*,642.0)	MTMR11 (1.272,1587.0)	SETD2 (1.138,1908.0)	ZFAT (0.888,2720.0)	COG4 (0.88,2741.0)	ACSL5 (0.845,2875.0)	INPP5B (0.743,3302.0)	FAM198A (0.686,3541.0)	USP35 (0.676,3589.0)
GO:0022834	ligand-gated channel activity	0.9949	>=0.20	1	-24.588	-2.571	IP6K3 (2.671*,398.0)	SLC8A3 (2.228*,649.0)	ECE2 (1.997,830.0)	CRIP3 (1.7,1173.0)	ADAMTS5 (1.26,1995.0)	MEI1 (1.161,2262.0)	HIST1H1A (1.038,2644.0)	ADAMTS17 (1.013,2729.0)	CD163L1 (0.985,2827.0)	SLC24A1 (0.882,3222.0)
GO:0015276	ligand-gated ion channel activity	0.9949	>=0.20	1	-24.588	-2.571	IP6K3 (2.671*,398.0)	SLC8A3 (2.228*,649.0)	ECE2 (1.997,830.0)	CRIP3 (1.7,1173.0)	ADAMTS5 (1.26,1995.0)	MEI1 (1.161,2262.0)	HIST1H1A (1.038,2644.0)	ADAMTS17 (1.013,2729.0)	CD163L1 (0.985,2827.0)	SLC24A1 (0.882,3222.0)
GO:0006887	exocytosis	0.9949	>=0.20	1	-27.11	-2.571	PDE5A (2.655*,168.0)	PIP4K2A (1.883,707.0)	DOPEY1 (1.53,1321.0)	NTAN1 (1.444,1526.0)	MEI1 (1.409,1611.0)	GRAMD2 (1.351,1772.0)	EPS15 (1.287,1956.0)	SERPINA1 (1.193,2268.0)	GMPR2 (1.155,2427.0)	AAGAB (1.095,2662.0)
MP:0004031	insulitis	0.9949	>=0.20	1	-31.762	-2.571	NTAN1 (2.075*,637.0)	INPP5B (1.745,962.0)	USP35 (1.46,1417.0)	TBX15 (1.241,1936.0)	MARCH3 (1.042,2537.0)	PIP4K2A (0.97,2782.0)	NPR3 (0.891,3097.0)	KIAA0922 (0.855,3245.0)	PAM (0.845,3282.0)	MMP14 (0.817,3411.0)
GO:0006953	acute-phase response	0.9949	>=0.20	1	-24.332	-2.572	SERPINA1 (2.504*,346.0)	FAM198A (1.895,892.0)	CYP1B1 (1.732,1101.0)	INPP5B (1.445,1587.0)	SCMH1 (1.433,1610.0)	TBX15 (1.425,1631.0)	SERPINF1 (1.418,1645.0)	IP6K3 (1.205,2156.0)	GLT8D2 (1.115,2432.0)	SLC39A8 (1.011,2787.0)
ENSG00000180190	C8orf42 PPI subnetwork	0.995	>=0.20	1	-29.562	-2.573	EPS15 (2.765*,353.0)	PIP4K2A (2.419*,528.0)	USP35 (2.031*,800.0)	TIAM2 (1.877,955.0)	FEZ2 (1.371,1688.0)	USP44 (1.219,2061.0)	KLHL28 (1.122,2310.0)	MATN3 (0.978,2776.0)	N4BP2 (0.912,3004.0)	GMPR2 (0.872,3161.0)
GO:0006631	fatty acid metabolic process	0.995	>=0.20	1	-20.45	-2.573	ACSL5 (2.243*,552.0)	DPEP1 (1.75,1073.0)	MEGF8 (1.314,1889.0)	USP35 (1.239,2078.0)	ZNF568 (1.239,2079.0)	PHKB (1.221,2121.0)	XPC (1.21,2153.0)	CECR5 (1.177,2237.0)	ZBTB7B (1.126,2395.0)	NTAN1 (1.126,2398.0)
GO:0007214	gamma-aminobutyric acid signaling pathway	0.995	>=0.20	1	-36.354	-2.573	EPS15 (1.97,802.0)	GRAMD2 (1.8,961.0)	SLC24A1 (1.767,1002.0)	ADAMTS3 (1.668,1134.0)	IQCC (1.218,2021.0)	NTAN1 (1.036,2576.0)	POLB (1.008,2669.0)	CD163L1 (0.918,2954.0)	ECE2 (0.748,3678.0)	SUSD5 (0.667,4029.0)
MP:0000921	demyelination	0.995	>=0.20	1	-24.014	-2.575	GAB1 (2.91*,209.0)	FEZ2 (2.299*,466.0)	PIP4K2A (1.981,712.0)	SERPINA1 (1.722,1013.0)	SLC35E3 (1.634,1153.0)	LOXL4 (1.419,1578.0)	MEGF8 (1.369,1704.0)	ACSL5 (1.3,1870.0)	FRZB (1.207,2120.0)	ARRDC2 (1.042,2648.0)
ENSG00000171724	VAT1L PPI subnetwork	0.995	>=0.20	1	-29.347	-2.577	EPS15 (2.74*,352.0)	PIP4K2A (2.602*,416.0)	USP35 (2.18*,674.0)	TIAM2 (1.904,919.0)	FEZ2 (1.351,1758.0)	USP44 (1.227,2035.0)	KLHL28 (1.038,2588.0)	MATN3 (0.997,2736.0)	N4BP2 (0.994,2748.0)	GMPR2 (0.953,2870.0)
MP:0002358	abnormal spleen periarteriolar lymphoid sheath morphology	0.995	>=0.20	1	-25.801	-2.577	ARMC5 (2.145*,520.0)	ZBTB7B (1.877,723.0)	HHAT (1.847,757.0)	IQCC (1.697,950.0)	ACSL5 (1.646,1027.0)	KIAA0922 (1.311,1665.0)	XPC (1.22,1887.0)	GRAMD2 (1.215,1902.0)	CD163L1 (1.141,2148.0)	GAB1 (1.087,2323.0)
ENSG00000151834	GABRA2 PPI subnetwork	0.9951	>=0.20	1	-36.811	-2.579	EPS15 (2.555*,431.0)	POLB (1.458,1318.0)	CD163L1 (1.272,1639.0)	MEI1 (1.231,1733.0)	ECE2 (1.131,1975.0)	ADAMTS5 (1.066,2179.0)	SLC24A1 (0.819,3053.0)	NTAN1 (0.782,3223.0)	SLC8A3 (0.731,3431.0)	KLHL28 (0.695,3574.0)
ENSG00000068903	SIRT2 PPI subnetwork	0.9951	>=0.20	1	-28.223	-2.583	TIAM2 (2.103*,599.0)	TBX15 (1.488,1531.0)	STC2 (1.287,2053.0)	FEZ2 (1.14,2497.0)	SUSD5 (1.083,2676.0)	EPS15 (1.073,2710.0)	SLC35E3 (1.054,2776.0)	PIP4K2A (0.941,3234.0)	KLHL28 (0.864,3547.0)	ECE2 (0.861,3568.0)
GO:0007194	negative regulation of adenylate cyclase activity	0.9951	>=0.20	1	-29.084	-2.583	MEI1 (1.853,1051.0)	FAM198A (1.821,1097.0)	SLC8A3 (1.723,1265.0)	USP35 (1.697,1303.0)	ECE2 (1.484,1725.0)	ADAMTS3 (1.403,1896.0)	WDR78 (1.128,2612.0)	TTC28 (1.056,2840.0)	ADAMTS5 (0.982,3070.0)	STC2 (0.946,3194.0)
GO:0031280	negative regulation of cyclase activity	0.9951	>=0.20	1	-29.084	-2.583	MEI1 (1.853,1051.0)	FAM198A (1.821,1097.0)	SLC8A3 (1.723,1265.0)	USP35 (1.697,1303.0)	ECE2 (1.484,1725.0)	ADAMTS3 (1.403,1896.0)	WDR78 (1.128,2612.0)	TTC28 (1.056,2840.0)	ADAMTS5 (0.982,3070.0)	STC2 (0.946,3194.0)
GO:0006084	acetyl-CoA metabolic process	0.9951	>=0.20	1	-25.045	-2.584	CECR5 (3.254*,175.0)	PHKB (2.234*,620.0)	COG4 (1.921,900.0)	CRIP3 (1.478,1537.0)	ACSL5 (1.424,1638.0)	HHAT (1.246,2057.0)	EMC4 (0.939,2924.0)	FEZ2 (0.876,3168.0)	ADAMTS17 (0.866,3217.0)	HSD11B2 (0.785,3532.0)
GO:0004869	cysteine-type endopeptidase inhibitor activity	0.9951	>=0.20	1	-31.26	-2.586	ACSL5 (3.595*,70.0)	SERPINA1 (2.884*,191.0)	LOXL4 (1.779,822.0)	HHAT (1.668,978.0)	AMOTL1 (1.453,1384.0)	FAM83E (1.397,1502.0)	TMBIM4 (1.302,1747.0)	USP35 (1.219,1974.0)	DPEP1 (1.217,1979.0)	MTMR11 (1.007,2756.0)
MP:0005318	decreased triglyceride level	0.9952	>=0.20	1	-19.463	-2.587	MARCH3 (3.293*,120.0)	KIAA0922 (2.681*,225.0)	MCL1 (2.433*,315.0)	ARRDC2 (1.83,768.0)	TNRC6A (1.621,1090.0)	PIP4K2A (1.604,1112.0)	ADAMTS17 (1.599,1122.0)	CHSY1 (1.592,1134.0)	ACSL5 (1.419,1469.0)	ECE2 (1.171,2147.0)
ENSG00000143119	CD53 PPI subnetwork	0.9952	>=0.20	1	-31.412	-2.592	KIAA0922 (2.671*,239.0)	USP44 (1.694,963.0)	ZBTB7B (1.59,1114.0)	GAB1 (1.266,1829.0)	HHAT (1.247,1878.0)	STC2 (1.119,2271.0)	PDE5A (1.019,2621.0)	ARRDC2 (1.004,2668.0)	SUSD5 (0.952,2887.0)	TMBIM4 (0.893,3143.0)
ENSG00000133812	SBF2 PPI subnetwork	0.9953	>=0.20	1	-30.212	-2.594	PIP4K2A (2.637*,406.0)	EPS15 (2.603*,423.0)	USP35 (2.119*,730.0)	TIAM2 (1.907,919.0)	FEZ2 (1.411,1619.0)	USP44 (1.341,1762.0)	KLHL28 (1.065,2486.0)	N4BP2 (0.975,2802.0)	PTCH1 (0.974,2804.0)	MATN3 (0.913,3025.0)
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.9953	>=0.20	1	-28.407	-2.594	KIAA0922 (2.574*,535.0)	CRIP3 (2.087*,781.0)	ADAMTS17 (1.99,860.0)	SERPINA1 (1.55,1259.0)	CYP1B1 (1.483,1361.0)	ZFAT (1.314,1622.0)	DCBLD2 (0.979,2420.0)	STC2 (0.967,2463.0)	CD163L1 (0.932,2576.0)	ACSL5 (0.911,2644.0)
GO:0019233	sensory perception of pain	0.9953	>=0.20	1	-32.024	-2.596	FAM83E (1.961,743.0)	MEI1 (1.915,818.0)	SLC39A8 (1.577,1395.0)	RHOBTB3 (1.071,2832.0)	ECE2 (1.059,2883.0)	SLC8A3 (1.014,3055.0)	ADAMTS5 (0.925,3421.0)	USP44 (0.9,3532.0)	ADAMTS6 (0.848,3763.0)	FIBIN (0.812,3941.0)
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY	0.9953	>=0.20	1	-20.755	-2.597	ACSL5 (3.375*,232.0)	DPEP1 (3.089*,305.0)	SERPINF1 (1.99,737.0)	SERPINA1 (1.773,894.0)	FIBIN (1.441,1308.0)	IHH (1.404,1370.0)	USP44 (1.186,1803.0)	USP35 (1.052,2160.0)	CYP1B1 (1.03,2220.0)	TSPAN31 (1.022,2234.0)
ENSG00000140368	PSTPIP1 PPI subnetwork	0.9953	>=0.20	1	-25.186	-2.597	USP44 (2.275*,359.0)	N4BP2 (1.979,601.0)	ADAMTS6 (1.951,628.0)	IKBKAP (1.499,1348.0)	CHSY1 (1.498,1349.0)	SETD2 (1.407,1572.0)	ADAMTS3 (1.406,1574.0)	KIAA0922 (1.35,1742.0)	UTS2 (1.29,1929.0)	THUMPD1 (1.133,2468.0)
MP:0004543	abnormal sperm physiology	0.9953	>=0.20	1	-24.329	-2.598	ACSL5 (2.346*,461.0)	MEI1 (1.442,1341.0)	PTCH1 (1.276,1697.0)	HSD11B2 (1.265,1721.0)	USP35 (1.178,1931.0)	TTC28 (1.143,2031.0)	TMBIM4 (1.029,2371.0)	ZBTB7B (0.996,2487.0)	LAMB2 (0.989,2508.0)	POLB (0.977,2551.0)
GO:0043367	CD4-positive, alpha-beta T cell differentiation	0.9953	>=0.20	1	-30.753	-2.598	USP35 (3.089*,87.0)	MARCH3 (1.87,876.0)	CD163L1 (1.719,1111.0)	POLB (1.585,1384.0)	CRIP3 (1.515,1554.0)	SLC39A8 (1.468,1678.0)	HHAT (1.463,1685.0)	INPP5B (1.461,1692.0)	KLHL28 (1.392,1879.0)	ZBTB7B (1.302,2138.0)
GO:0050715	positive regulation of cytokine secretion	0.9953	>=0.20	1	-28.284	-2.598	KIAA1586 (2.009*,693.0)	MEI1 (1.969,738.0)	ARMC5 (1.936,768.0)	GSDMC (1.769,1013.0)	CHSY1 (1.682,1159.0)	PTPN13 (1.609,1303.0)	ROR2 (1.431,1656.0)	MTMR11 (1.396,1759.0)	CECR5 (1.255,2165.0)	SERPINA1 (1.227,2244.0)
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	0.9953	>=0.20	1	-33.489	-2.598	USP35 (2.457*,337.0)	CD163L1 (1.817,965.0)	MARCH3 (1.682,1192.0)	POLB (1.645,1272.0)	TIAM2 (1.51,1556.0)	INPP5B (1.322,2039.0)	SLC39A8 (1.175,2417.0)	MCL1 (1.157,2484.0)	HHAT (1.149,2512.0)	WDR78 (1.138,2547.0)
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	0.9953	>=0.20	1	-26.426	-2.601	MEI1 (3.079*,192.0)	PTH1R (1.803,915.0)	HHAT (1.576,1254.0)	EMC4 (1.413,1566.0)	FAM198A (1.386,1626.0)	FBN2 (1.281,1886.0)	ACSL5 (1.187,2146.0)	IFT88 (1.122,2351.0)	CECR5 (1.109,2387.0)	MEGF8 (1.058,2548.0)
GO:0001504	neurotransmitter uptake	0.9954	>=0.20	1	-32.512	-2.601	GRAMD2 (3.731*,29.0)	SLC8A3 (2.19*,530.0)	ECE2 (1.734,1087.0)	IP6K3 (1.571,1373.0)	FIBIN (1.439,1666.0)	MEGF8 (1.334,1923.0)	N4BP2 (1.309,1989.0)	KCNJ13 (1.228,2248.0)	GAB1 (1.11,2610.0)	KIAA1586 (1.03,2884.0)
ENSG00000107796	ACTA2 PPI subnetwork	0.9954	>=0.20	1	-21.261	-2.604	TTN (4.617*,64.0)	HIST1H1A (1.993,526.0)	CCDC8 (1.861,649.0)	IKBKAP (1.579,1061.0)	GLT8D2 (1.568,1077.0)	TNRC6A (1.562,1093.0)	MTMR11 (1.509,1210.0)	TBX15 (1.498,1244.0)	TIAM2 (1.412,1431.0)	SETD2 (1.392,1471.0)
GO:0015721	bile acid and bile salt transport	0.9954	>=0.20	1	-25.864	-2.604	GSDMC (2.369*,504.0)	MTMR11 (2.004*,767.0)	IQCC (1.98,792.0)	WDR78 (1.921,840.0)	CBLC (1.441,1545.0)	IHH (1.384,1662.0)	CRIP3 (1.273,1909.0)	ACSL5 (1.143,2248.0)	CECR5 (1.045,2531.0)	KCNJ13 (0.813,3379.0)
ENSG00000139117	CPNE8 PPI subnetwork	0.9954	>=0.20	1	-16.308	-2.604	KIAA0922 (2.86*,78.0)	SCMH1 (1.91,653.0)	TIAM2 (1.886,698.0)	ADAMTS3 (1.822,798.0)	NSD1 (1.788,839.0)	EPS15 (1.774,865.0)	TAF2 (1.511,1350.0)	MATN3 (1.51,1356.0)	DOPEY1 (1.461,1466.0)	SETD2 (1.231,2162.0)
MP:0001473	reduced long term potentiation	0.9954	>=0.20	1	-35.199	-2.608	ADAMTS3 (2.794*,411.0)	EPS15 (2.028*,861.0)	FEZ2 (1.31,1718.0)	MEGF8 (1.261,1811.0)	STC2 (1.241,1848.0)	PAM (1.178,2015.0)	NSD1 (1.104,2229.0)	PIP4K2A (1.043,2403.0)	CHSY1 (0.933,2732.0)	CD163L1 (0.899,2862.0)
ENSG00000076554	TPD52 PPI subnetwork	0.9955	>=0.20	1	-28.05	-2.609	PIP4K2A (2.354*,458.0)	TIAM2 (1.902,874.0)	DOPEY1 (1.57,1338.0)	USP35 (1.517,1428.0)	PTCH1 (1.366,1742.0)	ADAMTS3 (1.333,1844.0)	MATN3 (1.277,1990.0)	GLT8D2 (1.221,2166.0)	KLHL28 (0.923,3204.0)	PTPN13 (0.864,3467.0)
ENSG00000088179	PTPN4 PPI subnetwork	0.9955	>=0.20	1	-27.768	-2.61	CYP1B1 (2.948*,64.0)	DOPEY1 (2.33*,257.0)	SETD2 (2.279*,286.0)	STC2 (2.157*,392.0)	TTC28 (1.599,1203.0)	ARMC5 (1.497,1434.0)	ZFAT (1.391,1727.0)	FEZ2 (1.389,1734.0)	PCDHB16 (1.367,1796.0)	NSD1 (1.303,1964.0)
ENSG00000076944	STXBP2 PPI subnetwork	0.9955	>=0.20	1	-38.614	-2.611	FEZ2 (2.509*,153.0)	KIAA1586 (2.194*,331.0)	POLB (2.156*,360.0)	AAGAB (1.983,532.0)	CECR5 (1.492,1373.0)	MEI1 (1.47,1436.0)	PIP4K2A (1.253,2108.0)	ZC3HC1 (1.249,2122.0)	ANAPC4 (1.241,2147.0)	NTAN1 (0.981,3167.0)
ENSG00000025772	TOMM34 PPI subnetwork	0.9955	>=0.20	1	-29.137	-2.614	PIP4K2A (2.435*,441.0)	EPS15 (1.84,944.0)	USP35 (1.469,1528.0)	TIAM2 (1.377,1714.0)	MATN3 (1.302,1877.0)	KLHL28 (1.117,2388.0)	WWC2 (0.971,2908.0)	XPC (0.846,3422.0)	ADAMTS6 (0.842,3437.0)	LOXL4 (0.829,3491.0)
GO:0050905	neuromuscular process	0.9955	>=0.20	1	-28.933	-2.614	MEGF8 (1.738,1143.0)	GRAMD2 (1.588,1393.0)	SLC8A3 (1.41,1840.0)	CRIP3 (1.371,1922.0)	UTS2 (1.341,1999.0)	KIAA1586 (1.234,2343.0)	ECE2 (1.111,2735.0)	HSD11B2 (1.039,2998.0)	PCDHB16 (0.954,3302.0)	SUSD5 (0.948,3320.0)
KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION	0.9955	>=0.20	1	-29.369	-2.615	HSD11B2 (3.975*,48.0)	SLC24A1 (2.053*,669.0)	PAM (1.886,868.0)	FAM83E (1.5,1486.0)	MARCH3 (1.273,2045.0)	WDR78 (1.143,2424.0)	CCDC8 (1.094,2580.0)	NTAN1 (1.076,2640.0)	IHH (1.018,2861.0)	GLT8D2 (0.995,2948.0)
ENSG00000181467	RAP2B PPI subnetwork	0.9956	>=0.20	1	-28.952	-2.617	TSPAN31 (2.193*,382.0)	HSD11B2 (2.105*,455.0)	GSDMC (1.525,1422.0)	PHKB (1.516,1443.0)	SCMH1 (1.475,1549.0)	LAMB2 (1.352,1873.0)	USP35 (1.34,1907.0)	ZBTB7B (1.273,2114.0)	GAB1 (1.081,2813.0)	MEGF8 (1.077,2827.0)
ENSG00000104725	ENSG00000104725 PPI subnetwork	0.9956	>=0.20	1	-25.574	-2.618	USP44 (2.268*,454.0)	PIP4K2A (2.055*,629.0)	GLT8D2 (1.372,1689.0)	FIBIN (1.287,1929.0)	TTC28 (1.27,1978.0)	PTCH1 (1.203,2176.0)	SUSD5 (1.179,2263.0)	LATS2 (1.137,2394.0)	KCNJ13 (1.125,2430.0)	COG4 (1.094,2524.0)
GO:0042640	anagen	0.9956	>=0.20	1	-28.865	-2.618	GSDMC (2.44*,344.0)	TSEN15 (1.982,724.0)	CRIP3 (1.977,731.0)	NTAN1 (1.656,1182.0)	TMBIM4 (1.5,1472.0)	AAGAB (1.473,1531.0)	UTS2 (1.13,2437.0)	KLHL28 (1.03,2797.0)	ADAMTS17 (0.972,3007.0)	DOPEY1 (0.934,3173.0)
GO:0002250	adaptive immune response	0.9956	>=0.20	1	-28.782	-2.619	KIAA0922 (2.192*,618.0)	CRIP3 (1.712,1280.0)	INPP5B (1.379,2000.0)	ZFAT (1.291,2235.0)	PIP4K2A (1.223,2423.0)	ACSL5 (1.207,2465.0)	SERPINA1 (1.195,2504.0)	ARMC5 (1.189,2523.0)	KIAA1586 (1.101,2771.0)	HHAT (0.906,3432.0)
GO:0042133	neurotransmitter metabolic process	0.9956	>=0.20	1	-28.179	-2.62	ECE2 (3.654*,49.0)	SLC8A3 (2.241*,481.0)	MTMR11 (1.634,1222.0)	DPEP1 (1.608,1275.0)	BAG3 (1.216,2194.0)	GRAMD2 (1.118,2517.0)	TSEN15 (1.061,2744.0)	SLC35E3 (1.031,2870.0)	ADAMTS17 (1.006,2971.0)	ZFAT (0.982,3051.0)
ENSG00000198821	CD247 PPI subnetwork	0.9956	>=0.20	1	-30.597	-2.62	KIAA0922 (2.06*,609.0)	USP44 (1.857,716.0)	PIP4K2A (1.622,891.0)	ACSL5 (1.382,1171.0)	INPP5B (1.361,1200.0)	UTS2 (1.294,1310.0)	SERPINA1 (1.03,1902.0)	TTC28 (1.011,1966.0)	ZFAT (0.994,2010.0)	CHSY1 (0.938,2163.0)
MP:0009336	increased splenocyte proliferation	0.9956	>=0.20	1	-36.873	-2.62	KIAA1586 (1.765,843.0)	STC2 (1.493,1320.0)	TBX15 (1.415,1483.0)	SUSD5 (1.2,2056.0)	FGFR4 (1.005,2759.0)	PTPN13 (0.931,3088.0)	TSPAN31 (0.888,3302.0)	CBLC (0.867,3411.0)	TMBIM4 (0.851,3482.0)	TIAM2 (0.822,3608.0)
ENSG00000173465	SSSCA1 PPI subnetwork	0.9956	>=0.20	1	-29.571	-2.621	WDR78 (1.887,784.0)	COG4 (1.802,895.0)	CRIP3 (1.802,897.0)	CBLC (1.542,1360.0)	KLHL28 (1.448,1580.0)	ZC3HC1 (1.445,1589.0)	MRPL23 (1.432,1621.0)	POLB (1.297,1997.0)	USP44 (1.251,2111.0)	ECE2 (1.231,2174.0)
ENSG00000105409	ATP1A3 PPI subnetwork	0.9956	>=0.20	1	-30.285	-2.622	PIP4K2A (1.695,1018.0)	GSDMC (1.432,1598.0)	ZFAT (1.387,1704.0)	N4BP2 (1.335,1845.0)	TAF2 (1.308,1926.0)	FEZ2 (1.293,1979.0)	INPP5B (1.085,2713.0)	RHOBTB3 (1.03,2969.0)	EPS15 (1.021,3010.0)	UTS2 (0.993,3136.0)
REACTOME_CLASS_C3_METABOTROPIC_GLUTAMATEPHEROMONE_RECEPTORS	REACTOME_CLASS_C3_METABOTROPIC_GLUTAMATEPHEROMONE_RECEPTORS	0.9956	>=0.20	1	-31.219	-2.622	SLC8A3 (3.102*,208.0)	MEI1 (1.912,881.0)	KCNJ13 (1.538,1411.0)	NTAN1 (1.325,1808.0)	SUSD5 (1.242,2027.0)	ECE2 (1.207,2129.0)	EPS15 (1.03,2630.0)	IHH (1.012,2694.0)	WDR78 (0.994,2760.0)	ARRDC2 (0.898,3080.0)
REACTOME_ABC:FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_ABC:FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.9956	>=0.20	1	-11.608	-2.623	KCNJ13 (3.621*,43.0)	UTS2 (2.761*,176.0)	DOPEY1 (2.216*,443.0)	TTC28 (1.714,1017.0)	ACSL5 (1.671,1080.0)	FGFR4 (1.663,1094.0)	ARMC5 (1.636,1146.0)	DPEP1 (1.564,1285.0)	MEGF8 (1.553,1318.0)	ZBTB7B (1.55,1324.0)
ENSG00000206509	HLA-F PPI subnetwork	0.9957	>=0.20	1	-30.388	-2.624	ACSL5 (3.34*,146.0)	EMC4 (1.891,606.0)	ZNF568 (1.589,921.0)	MMP14 (1.256,1570.0)	TSPAN31 (1.144,1854.0)	GRAMD2 (1.062,2119.0)	SERPINA1 (1.044,2183.0)	ECE2 (1.014,2302.0)	SUSD5 (1.001,2344.0)	NSD1 (0.998,2357.0)
MP:0008603	decreased circulating interleukin-4 level	0.9957	>=0.20	1	-30.894	-2.626	UTS2 (2.232*,549.0)	MTMR11 (1.894,797.0)	FAM198A (1.762,960.0)	MCL1 (1.685,1060.0)	ARRDC2 (1.59,1190.0)	INPP5B (1.232,1940.0)	BAG3 (1.127,2242.0)	THUMPD1 (1.055,2450.0)	XPC (1.004,2627.0)	ZFAT (0.936,2858.0)
GO:0007632	visual behavior	0.9957	>=0.20	1	-33.867	-2.628	MEI1 (2.712*,322.0)	MRPL23 (1.995,871.0)	ECE2 (1.908,964.0)	SLC8A3 (1.897,981.0)	GMPR2 (1.386,1834.0)	TIAM2 (1.305,2020.0)	N4BP2 (1.12,2517.0)	MATN3 (1.05,2719.0)	ADAMTS3 (1.033,2765.0)	FAM83E (0.852,3373.0)
GO:0010745	negative regulation of macrophage derived foam cell differentiation	0.9957	>=0.20	1	-25.394	-2.629	ARRDC2 (1.718,1053.0)	IFT88 (1.676,1118.0)	ADAMTS17 (1.568,1306.0)	CRIP3 (1.487,1468.0)	FEZ2 (1.352,1785.0)	NTAN1 (1.319,1894.0)	ZFAT (0.966,3145.0)	CYP1B1 (0.937,3269.0)	SLC35E3 (0.933,3285.0)	GMPR2 (0.916,3366.0)
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.9957	>=0.20	1	-31.868	-2.63	SLC24A1 (2.349*,549.0)	SLC8A3 (2.218*,635.0)	EPS15 (1.997,806.0)	UTS2 (1.93,888.0)	ECE2 (1.902,912.0)	TIAM2 (1.773,1041.0)	KCNJ13 (1.481,1475.0)	FAM198A (1.128,2282.0)	ADAMTS17 (1.033,2594.0)	FRZB (0.962,2811.0)
GO:0006007	glucose catabolic process	0.9957	>=0.20	1	-26.215	-2.631	CECR5 (3.625*,109.0)	ARRDC2 (1.955,714.0)	HIST1H1A (1.401,1550.0)	PHKB (1.318,1769.0)	STC2 (1.287,1837.0)	ZBTB7B (1.091,2409.0)	ZFAT (0.977,2840.0)	ACSL5 (0.801,3532.0)	MRPL23 (0.787,3608.0)	CRISPLD2 (0.753,3797.0)
ENSG00000089041	P2RX7 PPI subnetwork	0.9958	>=0.20	1	-24.913	-2.634	BAG3 (2.257*,324.0)	UTS2 (1.597,1159.0)	AMOTL1 (1.529,1309.0)	KIAA1586 (1.36,1741.0)	KLHL28 (1.254,2050.0)	CHSY1 (1.253,2058.0)	FIBIN (1.246,2079.0)	NSD1 (1.167,2366.0)	USP44 (1.166,2369.0)	TSEN15 (1.149,2435.0)
